surface,file,line,path_expression,notes
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,379,"      .in(""verification"" / ""request"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,385,"      .in(""verification"" / ""request-by-verification-code"" / path[UUID])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,392,"      .in(""verification"" / ""request-by-phone"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,393,"      .in(jsonBody[PhoneVerificationRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,394,"      .in(optionalIpAddress)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,402,"      .in(""verification"" / ""check"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,403,"      .in(jsonBody[SignUpVerification])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,404,"      .in(optionalIpAddress)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,411,"      .in(""token"" / ""refresh"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,412,"      .in(jsonBody[RefreshTokenRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,419,"    endpoint.get.in(""terms"").out(statusCode(StatusCode.Ok)).out(jsonBody[GetTermsResponse])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,425,"      .in(""terms"" / ""accept"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,426,"      .in(jsonBody[AcceptTermsRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,434,"      .in(""profile"" / ""me"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,443,"      .in(""profile"" / ""details"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,444,"      .in(jsonBody[UpdatePunterDetailsRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,452,"      .in(""profile"" / ""preferences"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,453,"      .in(jsonBody[UserPreferences])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,461,"      .in(""profile"" / ""email"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,462,"      .in(jsonBody[UpdateEmailRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,470,"      .in(""profile"" / ""multi-factor-authentication"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterTapirEndpoints.scala,471,"      .in(jsonBody[UpdateMFAEnabledStatusRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,172,"      .in(basePath / ""punters"" / punterId / ""limits-history"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,173,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,179,"      .in(basePath / ""punters"" / punterId / ""cool-offs-history"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,180,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,186,"      .in(basePath / ""punters"" / punterId / ""session-history"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,187,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,193,"      .in(basePath / ""punters"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,194,"      .in(jsonBody[CreateBackofficeUserRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,199,"      .in(basePath / ""punters"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,200,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,201,"      .in(EndpointInputs.punterFilter.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,206,"    adminEndpoint.get.in(basePath / ""punters"" / punterId).out(jsonBody[UserProfile]).out(statusCode(StatusCode.Ok))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,210,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""dob"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,211,"      .in(jsonBody[UpdatePunterDobRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,216,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""address"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,217,"      .in(jsonBody[UpdatePunterAddressRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,222,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""personal-name"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,223,"      .in(jsonBody[UpdatePunterPersonalNameRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,228,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""phone-number"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,229,"      .in(jsonBody[UpdatePunterPhoneNumberRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,234,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""ssn"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,235,"      .in(jsonBody[UpdateSSNRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,240,"      .in(basePath / ""punters"" / punterId / ""detail"" / ""ssn"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,246,"      .in(basePath / ""punters"" / punterId / ""lifecycle"" / ""suspend"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,247,"      .in(jsonBody[SuspendPunterRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,252,"      .in(basePath / ""punters"" / punterId / ""lifecycle"" / ""unsuspend"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,257,"      .in(basePath / ""punters"" / punterId / ""lifecycle"" / ""end-self-exclusion"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,261,"    adminEndpoint.post.in(""punter"" / punterId / ""reset-state"").out(statusCode(StatusCode.NoContent))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,264,"    adminEndpoint.post.in(""punter"" / punterId / ""deactivate"").out(statusCode(StatusCode.NoContent))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,267,"    adminEndpoint.post.in(""punter"" / punterId / ""unlock"").out(statusCode(StatusCode.NoContent))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,270,"    adminEndpoint.post.in(basePath / ""punters"" / punterId / ""lifecycle"" / ""logout"").out(statusCode(StatusCode.Ok))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,274,"      .in(basePath / ""punters"" / punterId / ""funds"" / ""credit"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,275,"      .in(jsonBody[CreditFundsRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,280,"      .in(basePath / ""punters"" / punterId / ""funds"" / ""debit"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,281,"      .in(jsonBody[DebitFundsRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,285,"    adminEndpoint.get.in(basePath / ""punters"" / punterId / ""financial-summary"").out(jsonBody[FinancialSummaryResponse])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,289,"      .in(basePath / ""punters"" / punterId / ""bets"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,290,"      .in(timeRangeFilter.queryParams(clock))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,291,"      .in(enumQueryWithAllValuesAsDefault[BetStatus](""filters.status""))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,292,"      .in(query[Option[BetOutcome]](""filters.outcome""))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,293,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,298,"      .in(basePath / ""punters"" / punterId / ""transactions"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,299,"      .in(timeRangeFilter.queryParams(clock))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,300,"      .in(enumQueryWithAllValuesAsDefault[TransactionCategory](""filters.category""))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,301,"      .in(EndpointInputs.pagination.queryParams)","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,307,"      .in(basePath / ""punters"" / punterId / ""transactions"" / transactionId / ""confirm"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,312,"      .in(basePath / ""punters"" / punterId / ""transactions"" / transactionId / ""reject"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,313,"      .in(jsonBody[RejectTransactionRequest])","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,318,"      .in(basePath / ""punters"" / punterId / ""transactions"" / ""export"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,319,"      .in(timeRangeFilter.queryParams(clock))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,320,"      .in(enumQueryWithAllValuesAsDefault[TransactionCategory](""filters.category""))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,325,"    adminEndpoint.post.in(basePath / ""punters"" / ""exclusions"" / ""ingest"").out(statusCode(StatusCode.Ok))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,328,"    adminEndpoint.post.in(basePath / ""punters"" / ""exclusions"" / ""export"").out(statusCode(StatusCode.Ok))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,331,"    adminEndpoint.post.in(basePath / ""reports"" / ""daily"").out(statusCode(StatusCode.Ok))","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,335,"      .in(basePath / ""reports"" / ""daily"" / ""repeat"")","extracted from .in(...) definition"
rest,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/PunterBackofficeRoutes.scala,336,"      .in(query[TimeUtils.Date](""on""))","extracted from .in(...) definition"
dev,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/DevPunterRoutes.scala,61,"      .in(""test-account-sign-up"")","extracted from .in(...) definition"
dev,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/DevPunterRoutes.scala,62,"      .in(jsonBody[TestAccountSignUpRequest])","extracted from .in(...) definition"
dev,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/DevPunterRoutes.scala,107,"      .in(""punters"" / punterId / ""funds"" / ""credit"")","extracted from .in(...) definition"
dev,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/punters/infrastructure/http/DevPunterRoutes.scala,108,"      .in(jsonBody[CreditFundsRequest])","extracted from .in(...) definition"
ws,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/websockets/WebSocketRoutes.scala,35,"path(""web-socket"")","akka websocket route"
dev,/Users/johnb/Desktop/PhoenixBotRevival/Phoenix-Sportsbook-Combined/phoenix-backend/services/src/main/scala/phoenix/http/routes/dev/DevRoutes.scala,34,"pathPrefix(""docs"")","swagger/docs route root"
